CarID,Make,Model,Year,VIN,LicensePlate,Color,LeaseStartDate,LeaseEndDate,MonthlyLeaseRate,LeaseStatus,OdometerReading,MaintenanceDueDate,LesseeID,InsurancePolicyNumber,InsuranceExpiryDate,RegistrationExpiryDate,PurchaseDate,PurchasePrice,DepreciationRate,CurrentValue,LeaseDeposit,LeaseTerminationFee,ServiceHistory,DamageHistory,CustomFeatures,LocationID,FleetID,Notes
413,Chevrolet,A4,2017,F2JB600DXDP53467,BEF637,Black,5/20/2019,6/18/2022,720,Pending,5665,4/27/2024,6783,POLICY772,4/30/2019,5/20/2018,6/18/2017,19200,0.17,13200,1440,540,Transmission serviced,Small chip in windshield,Leather seats,7635,1,
414,Honda,Model S,2017,M2WT156EFJV14572,ANE133,Green,1/7/2023,10/31/2023,530,Active,8817,5/4/2024,4652,POLICY864,5/12/2023,8/25/2020,11/20/2021,27900,0.26,10600,1090,4560,New tires installed,,backup camera,1285,4,Due for next service soon
415,Nissan,Corolla,2017,V3RG012UHLD95753,FSW890,Black,5/12/2023,12/8/2023,300,Active,8505,9/25/2024,2989,POLICY995,1/22/2017,6/11/2022,6/25/2022,24100,0.23,21300,1430,630,Air filter replaced,Small chip in windshield,Safety package,3178,1,
416,Mercedes-Benz,Altima,2018,R4CN141MVWM55248,UFX050,White,9/29/2019,9/20/2022,460,Pending,9618,11/1/2024,5240,POLICY957,1/16/2022,12/16/2022,4/7/2020,21800,0.27,13500,1170,610,Brake system serviced,Front windshield replaced,,4704,1,
417,Audi,F-150,2020,H5FD029ZDMH31798,VQU172,Yellow,11/24/2018,11/9/2023,710,Pending,3493,2/8/2024,9325,POLICY684,11/1/2023,5/5/2019,8/23/2018,15200,0.29,13500,1350,3440,Tire rotation,,alloy wheels,1621,5,
418,BMW,C-Class,2017,X1HN246WWBC77232,BMH997,Silver,2/11/2022,9/10/2022,380,Active,180,8/14/2024,2642,POLICY616,9/14/2018,10/27/2018,2/12/2021,25900,0.16,20000,1400,910,,Small chip in windshield,,3975,4,well maintained
419,Chevrolet,Corolla,2021,H3MC451UCLU64622,QBE137,White,6/7/2019,2/10/2020,660,Pending,1129,7/20/2024,9232,POLICY609,5/2/2018,1/11/2018,10/5/2020,25600,0.16,24600,1320,2800,Tire rotation,,,6438,1,Good condition
420,Audi,Civic,2023,J4NK472KNGW25102,RIL623,White,2/24/2021,8/27/2021,780,Pending,1697,2/11/2024,6307,POLICY128,7/3/2021,8/21/2018,4/4/2021,29400,0.18,13700,1100,4540,Battery replacement,,,1202,1,
421,Tesla,Altima,2017,P3ZT887ERNV62098,HLR232,Orange,10/26/2017,7/12/2018,540,Pending,8939,2/18/2024,5236,POLICY040,5/30/2022,5/29/2023,1/22/2018,20800,0.27,12700,620,3260,Tire rotation,,backup camera,9332,1,
422,BMW,Corolla,2020,G7AK163XPKD94308,IOI427,Gray,8/15/2019,1/31/2023,760,Active,4158,2/22/2024,1565,POLICY336,5/9/2019,1/20/2017,2/3/2018,23200,0.21,18700,620,1250,,Scratch on hood,Upgraded audio system,6455,5,
423,Mercedes-Benz,Corolla,2022,C1PJ847XYSP14690,OOU788,Yellow,7/5/2018,7/18/2020,560,Ended,376,6/11/2024,1243,POLICY119,6/14/2022,3/19/2019,1/13/2022,25700,0.18,25500,350,3040,Brake system serviced,,alloy wheels,1159,4,
424,Ford,C-Class,2019,E5SM305WUMH42994,SML386,Yellow,1/13/2017,3/7/2020,540,Ended,8986,4/3/2024,2769,POLICY207,1/6/2017,1/21/2021,9/17/2018,26400,0.24,22100,1370,550,Tire rotation,,GPS navigation,1086,4,
425,Chevrolet,Civic,2020,N7CR201BSJK32708,IGP709,White,9/28/2017,11/22/2019,480,Ended,5430,9/26/2024,1039,POLICY697,7/12/2021,2/25/2023,12/5/2022,18200,0.19,15000,360,1620,Suspension checked,,,7767,2,New addition to fleet
426,Nissan,Altima,2018,P9RN744VBHH97252,QWY430,Yellow,1/8/2017,10/6/2021,670,Pending,3152,12/30/2024,8196,POLICY049,9/13/2021,4/25/2017,10/4/2017,20800,0.12,16500,440,1090,AC system overhaul,,,7978,2,
427,Audi,Civic,2019,Z6XT455XYWY75202,VYO997,Yellow,4/14/2019,7/23/2020,770,Active,7521,2/16/2024,2520,POLICY577,7/2/2018,6/19/2019,6/22/2019,15200,0.1,10700,1180,3550,Full inspection completed,,backup camera,5743,4,Suitable for colder regions
428,BMW,Altima,2023,R7JS201SAWK94727,FIU514,White,12/14/2022,12/16/2022,680,Pending,6476,7/27/2024,7676,POLICY650,7/27/2022,7/28/2023,7/7/2021,20500,0.14,19900,1360,970,,,,9772,2,
429,Tesla,Corolla,2021,P2XR579JZWP08654,GBP995,Gray,1/27/2020,1/22/2021,440,Pending,5140,2/18/2024,4867,POLICY636,10/28/2020,3/8/2017,10/25/2022,20300,0.15,18700,1290,3370,Oil change,,,9885,2,Check engine light reported
430,BMW,Corolla,2023,N3EB431FTND75097,WOQ293,Yellow,2/18/2023,12/11/2023,490,Ended,2837,12/22/2024,4381,POLICY698,11/11/2019,7/26/2023,3/14/2021,19200,0.29,12500,760,3250,,Small chip in windshield,,2637,4,
431,Toyota,F-150,2020,V5HJ868NZWV70312,YSN617,Blue,2/1/2020,2/26/2020,770,Pending,2282,8/16/2024,3200,POLICY402,9/7/2019,5/18/2018,1/26/2021,27300,0.15,24600,500,2840,,Rear bumper replaced,Premium sound system,1346,3,Due for next service soon
432,BMW,Altima,2018,H1AX814UMFP76138,DCH798,Yellow,10/7/2021,7/15/2023,500,Pending,1491,2/21/2024,622,POLICY897,3/20/2018,8/17/2021,10/23/2017,28500,0.24,13200,1440,3980,,,heated seats,7734,4,
433,Mercedes-Benz,F-150,2023,T5DS032LXKE80203,YVO658,Blue,10/3/2018,12/29/2019,650,Ended,5851,5/18/2024,2853,POLICY280,5/4/2019,6/16/2018,5/31/2022,20000,0.29,15400,1160,4880,Air filter replaced,,heated seats,8765,4,Suitable for colder regions
434,Volkswagen,Silverado,2021,K6FT021XUAG54184,CNX463,Yellow,8/16/2020,11/10/2021,310,Pending,8458,4/12/2024,1454,POLICY924,11/4/2023,11/19/2022,8/12/2021,17400,0.29,13500,350,3520,Suspension checked,,Hybrid model,4120,5,
435,Ford,Model S,2019,L8SG242VZHD38934,NLB488,Yellow,4/5/2017,8/28/2022,700,Ended,9375,12/13/2024,932,POLICY983,4/18/2017,2/14/2019,11/6/2022,17600,0.14,11000,620,2800,Brake pads,Windshield chip repair,backup camera,8359,1,Multiple lessees
436,Tesla,Model S,2022,H2MF282HRVG45744,SBH906,Blue,5/26/2021,10/26/2021,690,Pending,8510,2/10/2024,6689,POLICY431,1/27/2023,12/7/2022,5/30/2023,20800,0.14,13800,880,4630,AC system overhaul,Windshield chip repair,navigation system,6040,4,
437,Toyota,Altima,2020,D2JH770XEPN81746,ZFM665,Red,9/8/2019,2/5/2020,640,Active,6108,11/5/2024,6508,POLICY759,7/23/2022,5/4/2020,12/17/2021,26400,0.17,24100,1320,3180,Suspension checked,Minor scratch on door,alloy wheels,2814,2,
438,Chevrolet,A4,2021,U3CM438KMJK13079,YWM975,Blue,4/29/2018,8/23/2018,590,Pending,7070,7/9/2024,9314,POLICY846,11/29/2023,10/18/2017,10/25/2019,19500,0.22,17500,1470,3180,,,Upgraded audio system,6395,3,
439,Toyota,Corolla,2021,U6ML732HAXE64460,IQE438,Black,4/6/2017,11/8/2021,560,Pending,6895,8/13/2024,8852,POLICY350,11/26/2020,8/29/2023,10/10/2022,29600,0.27,15100,1070,3000,Full inspection completed,,blind spot monitor,9458,4,Multiple lessees
440,BMW,3 Series,2018,P0KG386XULL94470,GJT003,White,5/20/2020,6/29/2021,420,Ended,1006,4/4/2024,5204,POLICY032,10/10/2020,8/13/2019,11/30/2017,23800,0.25,13200,920,3390,Air filter replaced,,tinted windows,8576,5,
441,Tesla,Golf,2023,G3HM454YSNK13418,FFC269,Gray,6/16/2018,2/12/2019,350,Active,6396,3/22/2024,2725,POLICY609,5/5/2019,1/7/2022,3/7/2020,15700,0.28,15400,1120,4930,Tire rotation,,Hybrid model,5362,3,Premium client
442,Ford,F-150,2023,S7HW202WRZY02244,OHO289,Yellow,5/20/2022,3/8/2023,630,Active,8762,7/14/2024,7432,POLICY823,12/30/2021,11/4/2019,1/25/2023,20000,0.16,15500,1110,720,,Rear bumper replaced,Sunroof,1813,4,
443,Mercedes-Benz,Silverado,2018,J7HN739DKRJ36332,LPS821,White,3/13/2017,4/8/2023,310,Pending,223,7/11/2024,147,POLICY744,5/2/2022,6/30/2019,12/17/2021,27700,0.27,16100,1080,3800,,Minor dents from hail,navigation system,3844,5,
444,Chevrolet,Silverado,2022,A2HX798LPGY89996,OKT364,Purple,3/15/2022,12/15/2022,320,Ended,8377,2/2/2024,4540,POLICY253,11/1/2018,6/24/2021,12/7/2021,19300,0.12,17600,1330,3610,Suspension checked,Rear bumper replaced,,6052,1,
445,Mercedes-Benz,Corolla,2023,E5WA938DCEA33861,YFG410,White,2/3/2022,6/22/2023,650,Active,8749,7/6/2024,805,POLICY446,4/25/2022,1/16/2017,9/17/2022,20200,0.19,11400,930,4460,Full inspection completed,,Sunroof,7555,5,Premium client
446,Chevrolet,F-150,2018,E9DY975HRRR16796,QXJ401,Orange,1/24/2023,6/2/2023,490,Ended,60,6/20/2024,6095,POLICY150,2/18/2018,1/7/2019,6/11/2021,21900,0.2,10800,1210,970,Brake pads,,,2722,4,
447,Toyota,Model S,2023,S3NE615BVKD02189,DMG540,Red,11/25/2018,12/23/2022,670,Active,4297,4/20/2024,4289,POLICY625,10/30/2017,5/6/2022,10/28/2023,23500,0.24,19400,500,1840,AC system overhaul,,GPS navigation,6792,4,Premium client
448,Tesla,Model S,2020,R2JY004ZLDN95835,AEU815,Yellow,8/23/2023,11/13/2023,340,Active,8630,5/31/2024,2344,POLICY999,11/11/2023,2/10/2019,12/6/2017,28900,0.23,25600,370,1210,Full inspection completed,,,8861,3,
449,Ford,3 Series,2023,H9NC805XTKK18889,QLY563,Green,6/10/2023,7/31/2023,670,Active,4288,5/3/2024,7601,POLICY549,11/28/2021,1/31/2018,10/18/2020,16500,0.26,13100,730,1190,Air filter replaced,,heated seats,7497,4,
450,Toyota,Silverado,2018,E4PC065YXFU43421,KBD554,Black,3/30/2022,11/21/2022,570,Active,6276,12/13/2024,9479,POLICY551,7/26/2020,10/30/2021,3/2/2021,20300,0.25,16800,1100,2530,Brake pads,,,5182,4,
451,Audi,C-Class,2018,B4DX649NZKJ00410,AHV833,Green,1/17/2018,6/20/2022,760,Ended,1862,7/3/2024,6441,POLICY750,2/24/2023,7/2/2018,9/4/2023,17600,0.17,14400,1240,3540,Oil change,,,5844,3,Check engine light reported
452,Mercedes-Benz,Silverado,2019,K3EK275XDUR82542,EIB551,Blue,1/8/2020,10/29/2021,510,Pending,3594,3/7/2024,5929,POLICY750,5/1/2021,5/13/2023,12/24/2021,29600,0.18,23800,280,2540,Oil change,,All-wheel drive,6818,1,Multiple lessees
453,Audi,Model S,2017,D8SV808JGAY25857,BIP095,Gray,11/23/2023,12/19/2023,650,Ended,7353,7/23/2024,6160,POLICY776,5/7/2022,1/9/2019,10/12/2017,20600,0.2,10900,990,820,Brake system serviced,,Hybrid model,5667,2,
454,Mercedes-Benz,Silverado,2019,M1BT633XFKW54305,CUY595,Red,12/17/2017,12/29/2020,470,Pending,5952,6/8/2024,3498,POLICY547,10/8/2023,12/10/2021,11/6/2017,24400,0.15,21900,800,2950,,Minor dents from hail,Premium sound system,4287,1,
455,Ford,Golf,2019,V9VA352FGGM39218,WPR399,Orange,11/13/2017,10/14/2020,710,Pending,3103,6/10/2024,2252,POLICY147,6/8/2017,3/8/2023,9/9/2023,17000,0.28,11200,1290,3790,,,Leather seats,5147,3,Good condition
456,Nissan,Civic,2019,C9NE621MEUZ34684,WDU979,Blue,2/14/2017,3/22/2019,380,Pending,2856,12/31/2024,3864,POLICY039,2/7/2018,1/4/2020,7/12/2021,27900,0.14,13200,1210,1660,Brake system serviced,,blind spot monitor,3899,1,
457,Ford,A4,2022,A3MD497CXGF16740,MLK297,Blue,12/2/2020,2/6/2022,560,Ended,1028,11/7/2024,3943,POLICY827,3/13/2022,11/22/2021,8/24/2021,28700,0.14,16400,1200,1650,,,,8453,5,
458,Toyota,A4,2018,X3RG908JBSF97438,TYM336,White,8/28/2018,8/14/2023,770,Active,8781,7/21/2024,4866,POLICY585,12/22/2023,2/27/2021,4/19/2023,15900,0.1,13900,720,2740,Air filter replaced,Minor dents from hail,All-wheel drive,3963,4,Premium client
459,Audi,Altima,2017,U4KL151KUNP39643,KCG222,Green,3/2/2017,12/23/2021,680,Pending,2228,4/25/2024,4591,POLICY190,8/18/2020,9/22/2021,9/28/2022,28100,0.25,23700,990,4710,Routine maintenance,,heated seats,4543,4,
460,Chevrolet,Civic,2023,D8EG778DHRA84231,AMO608,Black,12/31/2018,2/18/2019,380,Pending,860,6/3/2024,8469,POLICY222,6/19/2023,6/6/2021,7/29/2018,19400,0.29,19200,1260,3250,,,Safety package,5153,3,
461,Volkswagen,Corolla,2018,T1ZA439FTFB41755,SYH180,Orange,1/11/2022,10/24/2023,430,Pending,7774,11/19/2024,1125,POLICY066,10/7/2018,2/9/2018,8/7/2019,24700,0.17,21200,770,4170,Routine maintenance,,,1872,1,New addition to fleet
462,BMW,F-150,2021,B4BR941XCDU36092,CIL435,Red,9/24/2018,10/15/2020,590,Ended,8636,3/14/2024,5002,POLICY550,10/30/2019,9/8/2020,11/8/2018,18800,0.29,13300,360,1400,Battery replacement,,alloy wheels,8709,1,Multiple lessees
463,Honda,A4,2019,G2JY593NBPW37967,QWJ707,Gray,5/29/2022,7/16/2022,510,Pending,5070,4/10/2024,7182,POLICY555,7/6/2020,8/18/2021,5/19/2022,27700,0.16,22900,470,4950,Battery replacement,,Sport package,1501,1,Multiple lessees
464,Toyota,Golf,2018,K2GM811ECEY42734,SOI336,Purple,11/25/2020,6/18/2021,270,Active,6615,6/11/2024,9532,POLICY792,12/25/2020,5/8/2022,3/25/2020,24700,0.25,10200,300,2890,,,,6994,1,
465,Nissan,Civic,2017,T7VR898LGDL41855,EXW148,Red,11/24/2021,8/16/2022,700,Ended,4600,12/21/2024,7018,POLICY636,5/1/2020,1/23/2022,3/12/2019,17900,0.24,14900,1030,4230,Transmission serviced,,,7587,1,
466,Honda,3 Series,2022,M2XG704KAJN55255,FRP961,Orange,8/18/2019,11/4/2021,780,Ended,5988,4/27/2024,7452,POLICY212,10/19/2018,4/23/2020,10/29/2019,18600,0.1,15200,370,4900,Brake pads,,Sport package,2515,3,
467,Audi,Model S,2017,V3AV449AFSV21323,QNS579,Yellow,4/1/2022,11/17/2022,570,Ended,6927,2/8/2024,3019,POLICY767,3/6/2020,12/30/2018,3/27/2017,21600,0.14,20700,1390,3800,Oil change,,heated seats,1335,4,Lease extension possible
468,Chevrolet,F-150,2017,H3MC013UVMF61570,EFB224,Green,3/26/2019,6/14/2021,670,Pending,7845,8/10/2024,3318,POLICY018,6/13/2020,2/27/2017,12/13/2017,26800,0.17,13700,750,2850,Transmission serviced,,,4564,3,
469,Toyota,F-150,2022,H2HY587LBJB15070,OGS701,Purple,4/24/2022,9/16/2022,550,Pending,5539,12/6/2024,5213,POLICY884,2/14/2021,12/27/2018,7/14/2020,29300,0.2,23600,460,4440,,Dent on rear quarter panel,tinted windows,2250,4,
470,Mercedes-Benz,C-Class,2017,D6UJ637FWNY31068,ODZ384,Silver,1/18/2021,3/11/2023,370,Pending,7604,9/19/2024,6222,POLICY556,3/14/2019,2/9/2017,10/12/2023,16100,0.2,10400,490,920,New tires installed,,roof rack,7814,2,handle with care
471,Chevrolet,3 Series,2018,W5XH249LJZJ93050,ZGD884,Silver,11/2/2020,9/2/2023,500,Pending,5323,8/26/2024,8309,POLICY512,9/29/2019,7/29/2022,1/17/2019,22800,0.18,19000,230,4890,New tires installed,,,5171,4,
472,Ford,Civic,2020,Z7PS877NLPD48658,UOI247,Orange,6/4/2018,3/8/2020,380,Active,9371,3/7/2024,1149,POLICY430,9/17/2019,11/28/2018,6/27/2022,17500,0.12,16500,1180,530,,,backup camera,4567,4,
473,Audi,A4,2019,F4VZ393MVLH21103,WZY302,Blue,8/4/2021,10/23/2021,500,Active,9364,12/25/2024,8317,POLICY151,10/21/2022,11/16/2020,6/23/2023,19700,0.14,16000,820,1080,Suspension checked,,GPS navigation,3136,2,
474,Chevrolet,Altima,2021,Y8VE804GFRL65471,PWT780,Orange,8/21/2020,12/5/2020,670,Pending,517,10/18/2024,1713,POLICY796,4/19/2019,11/22/2023,1/5/2019,18900,0.13,11800,280,2450,Brake pads,,,7677,5,
475,Ford,Golf,2020,R1ZB808CZVZ20009,HIJ180,Orange,8/18/2022,9/1/2023,670,Ended,7119,10/27/2024,9822,POLICY778,1/8/2020,9/26/2022,11/7/2022,23100,0.18,15600,1220,3960,,,Premium sound system,8696,4,Due for next service soon
476,Nissan,Corolla,2017,V3RU096JWGY26954,LED219,Orange,6/11/2019,8/25/2019,380,Active,8456,7/5/2024,5944,POLICY015,9/13/2017,1/22/2017,10/26/2017,16900,0.17,11100,340,2530,Tire rotation,Rear bumper replaced,Leather seats,6909,4,Multiple lessees
477,Honda,Corolla,2018,S8TZ142KVXW81537,ZBV130,Yellow,4/24/2022,11/27/2023,460,Pending,408,7/3/2024,589,POLICY895,7/26/2023,12/28/2023,9/13/2023,19400,0.18,17800,1280,2150,Brake pads,Minor scratch on door,,5274,3,Multiple lessees
478,Ford,3 Series,2022,K5LL776ZEVB25572,PHC181,Orange,7/9/2019,10/30/2022,290,Active,7643,3/28/2024,2275,POLICY184,9/29/2020,11/2/2017,11/30/2023,15100,0.14,11100,1300,2980,Battery replacement,Front bumper repainted,Sunroof,3195,4,Regular maintenance required
479,Honda,Civic,2020,H2AN616BBLP17809,INK881,Yellow,10/14/2021,2/13/2023,640,Ended,8136,2/22/2024,1449,POLICY120,9/30/2018,2/10/2018,1/8/2022,18700,0.12,13600,690,2130,Battery replacement,Small chip in windshield,,7240,3,Lease extension possible
480,Nissan,Civic,2019,X6KN130FDXG42295,FSE128,Purple,4/15/2019,6/18/2019,270,Ended,8792,7/8/2024,9824,POLICY416,2/2/2023,5/22/2021,9/5/2018,29800,0.19,26200,1360,1400,Tire rotation,,Sunroof,3518,1,
481,Ford,Corolla,2020,W7XR189XHHA68091,IAR207,White,8/10/2023,10/3/2023,760,Pending,6863,12/26/2024,568,POLICY319,9/15/2017,7/25/2018,4/5/2023,16000,0.3,15700,870,2460,Tire rotation,,heated seats,7890,2,
482,Tesla,C-Class,2023,L3LT065RLPK55499,MUX892,Silver,7/1/2019,11/7/2021,450,Active,138,4/19/2024,1033,POLICY603,5/20/2018,10/18/2018,7/25/2017,27400,0.28,11100,910,1940,New tires installed,,blind spot monitor,6176,2,
483,BMW,Golf,2017,D8SA619XHMR80617,IHJ252,White,10/12/2023,12/13/2023,330,Pending,9036,12/13/2024,7157,POLICY730,6/28/2017,12/8/2020,1/16/2020,19900,0.29,18900,1180,1320,Routine maintenance,,,5771,1,Good condition
484,Audi,Model S,2022,T7EJ900UWDG15229,UAN721,Orange,7/3/2023,9/20/2023,280,Active,7058,2/23/2024,6015,POLICY744,8/31/2020,4/3/2021,11/15/2021,23300,0.18,18400,430,2490,,,,8967,2,
485,Volkswagen,Altima,2017,N0UU904BZBF54880,XOS027,Red,3/20/2020,3/31/2023,660,Active,908,11/5/2024,3874,POLICY054,5/4/2021,4/5/2019,6/25/2020,19000,0.19,10200,700,2670,Brake system serviced,Front windshield replaced,,7141,4,
486,Nissan,A4,2018,M5AX635RFYB82311,ISF278,Red,8/4/2023,11/24/2023,730,Ended,1711,8/5/2024,3797,POLICY676,6/27/2022,12/19/2023,6/14/2020,18500,0.29,16000,1430,2980,Air filter replaced,,,6774,2,Lease extension possible
487,Mercedes-Benz,F-150,2021,G8RA078KGBR95516,VMK232,Blue,7/24/2018,10/8/2021,340,Active,7777,11/13/2024,4808,POLICY314,11/27/2022,12/6/2021,9/30/2017,25000,0.18,16800,1190,1020,,,tinted windows,7736,4,Due for next service soon
488,Chevrolet,Altima,2023,D5FU371USBF24421,QMU388,White,7/5/2022,1/17/2023,780,Pending,9364,8/31/2024,3685,POLICY681,4/21/2020,1/3/2021,11/23/2023,15600,0.19,11500,1420,2890,Oil change,,,5684,4,
489,Tesla,Corolla,2020,Y4MZ578DNAH27064,MZC429,Black,11/3/2022,10/12/2023,320,Active,1894,8/8/2024,4631,POLICY547,8/4/2019,8/5/2018,3/12/2021,28700,0.27,12600,610,4180,Air filter replaced,,Sport package,7064,5,Check engine light reported
490,Volkswagen,Corolla,2018,U1TU230VCTP72841,NZB854,Red,1/17/2019,9/7/2023,720,Active,2498,3/10/2024,1450,POLICY028,10/9/2023,3/12/2018,4/2/2020,20200,0.22,16400,290,1710,,,backup camera,1167,5,
491,Toyota,Golf,2020,F3HA643FGLK43706,QJY865,Yellow,6/17/2019,4/17/2021,680,Ended,4922,9/25/2024,4753,POLICY974,8/10/2019,5/30/2020,11/8/2018,26200,0.14,13900,230,3910,Oil change,,,3116,2,
492,Tesla,Model S,2022,T8CZ223HGZN26296,UTX980,Red,4/28/2022,7/8/2023,270,Active,3816,12/11/2024,4101,POLICY782,11/1/2020,10/15/2019,7/5/2019,16800,0.14,13900,840,4200,Suspension checked,,Hybrid model,8263,2,
493,Volkswagen,Silverado,2023,Y5FS929JNLF56594,JSD518,Gray,6/10/2020,10/10/2020,660,Active,7853,11/8/2024,5121,POLICY922,8/14/2018,1/4/2021,12/26/2017,22100,0.23,16000,1410,1860,Tire rotation,,backup camera,2081,5,Due for next service soon
494,Chevrolet,Civic,2023,S9AH105EZUR99329,PEA391,Red,1/5/2021,5/26/2023,360,Pending,7674,7/7/2024,4777,POLICY498,10/9/2023,11/16/2018,1/20/2020,15000,0.22,13700,730,4780,Routine maintenance,Minor scratch on door,Safety package,3602,1,
495,Volkswagen,Golf,2021,F6YN723ZCWP65479,GUW475,Blue,5/7/2020,2/24/2022,290,Ended,3897,7/26/2024,5742,POLICY516,3/19/2022,4/12/2020,2/17/2020,24300,0.28,18600,330,1500,,,Heated seats,2503,3,Regular maintenance required
496,Audi,C-Class,2019,B1FT329RMHP40147,HBU036,Black,10/12/2022,7/24/2023,770,Ended,7162,8/14/2024,5071,POLICY793,6/22/2023,8/31/2021,12/25/2017,26900,0.12,12700,1130,2000,Routine maintenance,Windshield chip repair,roof rack,6393,3,
497,Mercedes-Benz,F-150,2023,E5TG190WLMN77783,IHN791,Orange,8/26/2018,8/30/2023,600,Pending,5707,7/16/2024,31,POLICY394,2/3/2018,6/1/2021,10/23/2018,26700,0.25,18100,210,1550,Battery replacement,,,6830,1,handle with care
498,BMW,F-150,2017,V1ZF664VSXJ31666,DCJ908,Purple,5/24/2019,11/18/2020,470,Active,8418,8/21/2024,5921,POLICY281,12/5/2021,2/9/2020,5/9/2021,19600,0.15,10400,930,4360,Battery replacement,,heated seats,6231,4,
499,Audi,C-Class,2023,C1PB457SMXT03395,BPE090,Black,9/30/2020,9/5/2021,260,Pending,9914,11/28/2024,1938,POLICY880,9/21/2017,4/4/2021,7/16/2018,29800,0.22,22000,1010,1730,,Windshield chip repair,GPS navigation,1351,3,Due for next service soon
500,Ford,Corolla,2017,E6XA352DNJS17321,PEG358,Yellow,7/26/2020,7/15/2023,730,Pending,8964,7/24/2024,1519,POLICY387,4/26/2022,3/18/2021,6/16/2019,23000,0.2,15500,1180,690,New tires installed,Minor scratch on door,Leather seats,6192,2,Regular maintenance required
501,Audi,Altima,2019,K1JX381ZTHZ27491,FEW118,Purple,4/26/2017,4/15/2023,660,Active,6363,10/28/2024,2904,POLICY286,5/13/2023,4/3/2022,7/23/2022,20100,0.3,16400,960,4250,Suspension checked,,Heated seats,4755,3,New addition to fleet
502,BMW,Altima,2019,R6CL447ZYXV17841,DPZ014,Green,8/16/2023,9/20/2023,710,Ended,4405,5/8/2024,398,POLICY770,7/7/2020,1/28/2019,11/25/2019,28400,0.24,16800,1440,950,Brake pads,Windshield chip repair,,2848,2,
503,Toyota,Altima,2023,R3AW047CDTN84597,LGY127,Blue,11/13/2021,7/2/2023,580,Ended,1749,2/9/2024,9701,POLICY164,11/6/2018,6/1/2023,7/8/2019,27600,0.24,12400,610,3250,Transmission serviced,,,7022,4,
504,BMW,Civic,2021,T7ZS045RKAD76794,COF885,Green,2/26/2019,5/29/2023,470,Ended,7251,6/24/2024,9776,POLICY569,7/2/2023,4/14/2020,10/6/2023,25800,0.29,25200,280,3620,AC system overhaul,,heated seats,7180,5,Suitable for colder regions
505,Toyota,A4,2017,L5YF532GKET60739,ZXK518,Gray,12/18/2023,12/28/2023,550,Ended,7819,4/28/2024,8594,POLICY614,8/4/2019,9/17/2017,8/2/2018,24700,0.25,11600,1410,920,Transmission serviced,,Heated seats,3402,3,Multiple lessees
506,BMW,Civic,2023,K3YR085ANEA91205,PYQ234,Blue,9/4/2019,1/10/2021,390,Ended,3542,7/30/2024,5624,POLICY508,4/9/2021,3/6/2019,4/4/2018,17500,0.25,15500,280,4550,Tire rotation,Scratch on hood,Leather seats,4135,1,
507,Tesla,F-150,2021,P1WA632SZBJ01030,ISF436,Yellow,9/4/2022,11/3/2023,300,Active,9569,12/26/2024,3854,POLICY097,2/25/2022,9/27/2017,12/21/2021,19300,0.21,11700,1400,1630,Battery replacement,Rear bumper replaced,,5125,5,Due for next service soon
508,Toyota,F-150,2020,W8JE191UHLE28172,PCJ146,Blue,2/27/2023,11/16/2023,360,Pending,1314,10/15/2024,8712,POLICY849,3/21/2022,9/16/2022,12/22/2019,16900,0.13,16500,930,700,,,,1741,3,well maintained
509,Audi,Altima,2022,X8FT053YPKJ58288,GSQ878,Blue,6/15/2022,10/15/2023,420,Active,4686,6/27/2024,1642,POLICY944,6/12/2017,3/10/2018,9/18/2022,28800,0.25,11800,780,1070,,,Safety package,1549,2,
510,Chevrolet,3 Series,2021,C7UV749FJTM71563,DVB365,Red,2/24/2017,2/14/2021,760,Pending,3744,10/12/2024,3603,POLICY226,11/22/2017,11/11/2018,8/20/2019,27700,0.15,18000,590,4310,Oil change,,Sport package,1853,1,well maintained
